id,time,NTrial,NResp,NInclude,PE,SPE,MRT,SRT,lisas_weight,IES,RCS,BS,LISAS,NTrial_Cong,NTrial_Incong,NResp_Cong,NResp_Incong,NInclude_Cong,NInclude_Incong,PE_Cong,PE_Incong,SPE_Cong,SPE_Incong,MRT_Cong,MRT_Incong,SRT_Cong,SRT_Incong,lisas_weight_Cong,lisas_weight_Incong,IES_Cong,IES_Incong,RCS_Cong,RCS_Incong,BS_Cong,BS_Incong,LISAS_Cong,LISAS_Incong,NTrial_diff,NResp_diff,NInclude_diff,PE_diff,SPE_diff,MRT_diff,SRT_diff,lisas_weight_diff,IES_diff,RCS_diff,BS_diff,LISAS_diff,NIHScore
41,2014/5/25 10:03,96,96,91,0.032967033,0.1795395,795.4733511,248.6097147,1384.707622,822.5917608,1.262141954,NA,841.1230529,48,48,48,48,47,44,0,0.068181818,0,0.254971706,727.7899753,873.0616112,163.5062909,303.5327952,1384.707622,1384.707622,727.7899753,936.9441681,1.4032573,1.137367336,NA,NA,727.7899753,967.4734945,0,0,-3,0.068181818,0.254971706,145.2716359,140.0265044,0,209.1541928,-0.265889964,NA,239.6835192,1.537434467
42,2014/5/18 10:15,96,96,93,0,0,772.8020792,260.0727971,Inf,772.8020792,1.335734067,NA,NA,48,48,48,48,45,48,0,0,0,0,713.7696251,828.1450049,161.4679363,318.6302491,Inf,Inf,713.7696251,828.1450049,1.494413084,1.207518,NA,NA,NA,NA,0,0,3,0,0,114.3753798,157.1623128,NA,114.3753798,-0.286895084,NA,NA,1.686486715
43,2014/5/18 9:59,96,96,91,0.054945055,0.229135446,765.5332188,185.71325,810.4955101,810.0409641,1.29806399,NA,810.0659391,48,48,48,48,47,44,0.085106383,0.022727273,0.282056673,0.150755672,752.4978999,778.5685377,182.4121378,190.204838,810.4955101,810.4955101,822.4977045,796.6747828,1.241125824,1.356314941,NA,NA,821.4762412,796.9888902,0,0,-3,-0.06237911,-0.131301001,26.07063781,7.792700189,0,-25.82292177,0.115189117,NA,-24.48735098,1.57421504
44,2014/5/18 9:44,96,96,91,0.043956044,0.20613307,800.4709954,203.0387937,984.9889386,837.2742596,1.274521,NA,843.7672125,48,48,48,48,46,45,0.086956522,0,0.284884925,0,797.4695643,803.2723312,195.8703679,211.6828626,984.9889386,984.9889386,873.4190466,803.2723312,1.220976611,1.327901666,NA,NA,883.1207763,803.2723312,0,0,-1,-0.086956522,-0.284884925,5.802766929,15.81249468,0,-70.14671538,0.106925055,NA,-79.84844512,1.570964543
45,2014/5/18 9:45,96,96,93,0.032258065,0.177642344,568.9964835,145.2723031,817.7797035,587.963033,1.734922706,NA,595.376474,48,48,48,48,47,46,0,0.065217391,0,0.249637418,526.0630649,615.9237086,106.8340163,167.0408604,817.7797035,817.7797035,526.0630649,658.8951301,1.941357727,1.554587122,NA,NA,526.0630649,669.2571675,0,0,-1,0.065217391,0.249637418,89.86064369,60.20684405,0,132.8320652,-0.386770605,NA,143.1941026,1.755478223
46,2014/5/18 10:02,96,96,90,0.044444444,0.207234932,761.6685815,273.0254014,1317.468047,797.0950271,1.350425886,NA,820.2227169,48,48,48,48,44,46,0.045454545,0.043478261,0.210707055,0.206184571,671.3135695,847.9165474,187.1124941,313.6616802,1317.468047,1317.468047,703.2808824,886.4582087,1.55655865,1.192504302,NA,NA,731.1984808,905.1977669,0,0,2,-0.001976285,-0.004522484,176.6029779,126.5491861,0,183.1773263,-0.364054348,NA,173.9992861,1.536601152
47,2014/7/24 9:45,96,96,89,0.04494382,0.208354612,655.7609753,112.9542454,542.1250055,686.6203153,1.554001092,NA,680.126144,48,48,48,48,48,41,0.041666667,0.048780488,0.201940937,0.21808479,630.8982794,685.0862063,121.3142955,95.62558321,542.1250055,542.1250055,658.3286393,720.2188323,1.508470569,1.603474658,NA,NA,653.4868213,711.5313285,0,0,-7,0.007113821,0.016143853,54.18792693,-25.6887123,0,61.89019292,0.095004089,NA,58.04450726,1.668323808
48,2014/5/18 10:01,96,96,94,0.021276596,0.145078652,574.6233246,115.2039944,794.0795776,587.115136,1.748419871,NA,591.5186348,48,48,48,48,48,46,0.041666667,0,0.201940937,0,524.9346553,624.3119939,86.64545725,119.5146785,794.0795776,794.0795776,547.7579012,624.3119939,1.836732224,1.671405116,NA,NA,558.0213043,624.3119939,0,0,-2,-0.041666667,-0.201940937,99.37733864,32.86922127,0,76.55409276,-0.165327108,NA,66.29068957,1.768844441
49,2014/5/18 9:48,96,96,89,0.02247191,0.149052164,730.7081768,242.6490197,1627.94698,747.5060659,1.414206139,NA,767.291255,48,48,48,48,43,46,0,0.043478261,0,0.206184571,647.3692622,812.1530251,170.3681472,275.0888858,1627.94698,1627.94698,647.3692622,849.0690717,1.724331282,1.19073788,NA,NA,647.3692622,882.9333286,0,0,3,0.043478261,0.206184571,164.7837629,104.7207386,0,201.6998095,-0.533593402,NA,235.5640663,1.602807998
50,2014/5/18 10:18,96,96,93,0.043010753,0.20398095,736.6568128,216.0184738,1059.012978,769.7649841,1.331426748,NA,782.2057581,48,48,48,48,46,47,0.043478261,0.042553191,0.206184571,0.204029709,678.1050408,793.9074342,162.5136142,246.4489695,1059.012978,1059.012978,708.9279972,829.1922091,1.477659048,1.211531044,NA,NA,724.1490833,838.9718163,0,0,1,-9.25069e-4,-0.002154862,115.8023934,83.93535527,0,120.2642119,-0.266128004,NA,114.822733,1.579726306
